text,time_period,language,source,author
ஒவ்வொரு நாளும் அவன் வரவுக்காகச் சாயங்காலத்தைக் கூவி அழைத்துப் புழுவாகத்துடித்துக் கொண்டிருப்பாள்.,1935,ta,wiki,மன
"எவ்வளவு இருட்டிவிட்டாலும், ஒவ்வொரு நாளும் அவன் தரிசனம் கிடைக்காமல் போகாது. மணி அடித்து எழுந்த மாதிரி, ஒவ்வொரு நாளும் அவன் சாயங்காலம் ஆறு மணிக்கு அவள் முன் வந்து நிற்பான். அவனை எதிரில் பார்த்த பிறகுதான் 'அவள் வெப்பிராளம்' சிறிது தணியும். மத்தியானங்களில் தனிமையாக இருக்கும்போதெல்லாம் சாயங்காலம் வரும் அவனிடம் என்னவெல்லாமோ பேசவேண்டும் என்று நினைத்துக் கொண்டிருப்பாள். ஆனால் அவனை எதிரில் கண்டவுடன் அத்தனையும் மறந்துபோகும். பேசுவதற்கு விஷயம் அகப்படாமல் தவித்து வாய் பேசா ஊமை மாதிரி அவனைப் பார்த்துக் கொண்டிருப்பதிலேயே பரம திருப்தி அடைவாள்.",1935,ta,wiki,மன
"அவர்களுடைய அன்பு, அணையில்லா வெள்ளம் போல் காலத்தோடு ஒட்டிப் பெருக்கெடுத்துப் போய்கொண்டிருந்தது. சந்தோஷத்தோடு சரிபாதி துக்கமும் கலந்துதான் இருக்கும் என்ற உண்மையைத் தெரிந்து கொள்ள அவளுக்கு இத்தனை நாட்கள் வேண்டியிருந்தன. தன்னைப் போன்ற பாக்கியசாலி இந்த உலகத்திலேயே இல்லை என்று மனப்பால் குடித்துக் கொண்டிருந்த அவளுடைய நினைப்புகள் எல்லாம் ஒரு துரும்பு பட்டாலும் 'டபார்' என்று வெடித்துத் தரையில் துவண்டு விழும் பலூன்மாதிரி சிதறிவிடும் என்று அவள் சொப்பனத்தில் கூட நினைத்ததில்லை. கடிகாரத்தைப் பார்த்துப் பார்த்துப் பகல் பொழுதை உந்தித் தள்ளி விட்டுக்கொண்டு இருந்தாள். இரவிலோ இன்பக்கனவுகள்; நாட்கள் போய்க் கொண்டிருந்ததுகூட அவளுக்குத் தெரியாது.",1935,ta,wiki,மன
"அவனைப் பார்த்து மாதக் கணக்காகிவிட்டது என்றால், அவள் மனம் பதறித் தவிக்காமல் என்ன செய்யும்? அன்புக் கோட்டையில் அவனைச் சிறை வைத்திருந்தாள். அதிலிருந்து எப்படியோ அவன் தப்பித்துக் கொண்டு போய்விட்டான். எவ்வளவு பிரியமாக இருந்தான்! ஒரு சிறு தலைவலி வந்தால்கூட அவள் கஷ்டப்படுவதைப் பார்த்துச் சகியாத அவனா இப்பொழுது மாதக்கணக்காக அவளைப் பார்க்காமல் இருக்கிறான்? எல்லாம் வெறும் வேஷம்தானா? அல்லது புருஷர்களுடைய மனசே இவ்வளவுதானா? அவளை அவன் மறந்துவிட்டானா? அவ்வளவு லகுவில் மறக்கக்கூடிய விதத்திலா அவர்கள் பழகியிருந்தார்கள்? அல்லது அவன் ஞாபகத்தில் வைத்துக் கொள்ளக்கூடிய விசேஷ அழகு ஒன்றும் அவளிடம் இல்லையா? அவனுக்காக, அவன் அன்புக்காக, விழுந்து விழுந்து பிராணனை விட்டதின் பலன் இவ்வளவுதானா. தம் சௌகரியத்திற்காக மற்றவர் மனசைக் கொலை பண்ணுவதுதான் புருஷர் குணமோ? சீ! இது அப்பொழுதே தெரியாமல் போய்விட்டதே! இவ்வாறு அவள் தனது பின்புத்திக்காக வருந்தினாள். சீ! சீ! ஒருநாளும் அப்படி இராது; ஏதோ என்ன வேலையோ? வர சௌகரியப்பட்டிருக்காது; வராமல் இருக்க மாட்டான்! இப்படிச் சொல்லிக்கொண்டும் மனசைத் தேற்றிக் கொள்வாள்.",1935,ta,wiki,மன
"அனுபவம் நீடிக்க நீடிக்கப் பாத்திரம் பழசாவது சகஜந்தானே? அதே மாதிரி அன்று அவன் கண்களுக்குப் பிரமாதமாகத் தெரிந்த விசேஷம், இன்று அவளிடம் இல்லாமல் போய்விட்டதுபோலும்! இல்லைதான். வாஸ்தவம். அவன் கண்களை உறுத்தக்கூடிய அழகு அவளிடம் இல்லைதான். ரொம்ப சாதாரணம் என்றாலும் பிறர் கண்ணுக்கு விகாரமாகப்படும்படி அவள் இருக்கவில்லை. அதுதான் அவன் தன்னைவிட்டுப் போய்விடுவானோ என்று அடிக்கடி அவளுக்குப் பயத்தைக் கொடுத்துக்கொண்டு இருந்தது. அழகிலிருந்து அனுராகமா, அனுராகத்திலிருந்து அழகா என்பது அவளுக்கு அவன் நடத்தையிலிருந்து இன்னும் புரியவில்லை. நடுச்சந்தியிலும் மூலை முடுக்குகளிலும் கூட அழகைக் கூடை கூடையாக வாரலாம். ஆனால், அன்பு அப்படியா? அதன் மகத்துவம் எவ்வளவு மேலானது என்பது அவனுக்குத் தெரிந்திருக்காது.",1935,ta,wiki,மன
"ஜீவியத்தில் முதல் முதல் ஏற்பட்ட ஏமாற்றம் இதுவே. இவ்வளவு லகுவில் பிறர்கையில் விளையாட்டுப் பொருளாக அமைந்து விடுவாள் என்று அவள் என்றாவது நினைத்திருந்தாளா? வேண்டிய மட்டும் வைத்து விளையாடிவிட்டு வேண்டாத போது போட்டு உடைத்துவிடும் சிறு குழந்தையா அவன்? அல்லது, பூவுக்குப் பூ தாவித்தேன் குடிக்கும் வண்டைப்போல் ஏதேனும் புது மலரைத் தேடிப் போய்விட்டானா? அப்படியானால், தான் இனி அவன் முகத்திலேயே விழிக்காமல் இருந்து விடலாமா? ஐயோ, அதை நினைக்கும்போது, அவனைப் பார்க்க முடியாமல் போய்விடுமோ என நினைக்கும்போதே அவள் நெஞ்சைவாள் கொண்டு அறுப்பதுபோல் இருக்கிறது. அப்படி அவன் தன்னை மறந்துவிட்டால், லேசில் விடக்கூடாது.",1935,ta,wiki,மன
"எப்படியும் தன் காலில் வந்து விழும்படி செய்யவேண்டும். பழிக்குப் பழி வாங்கவேண்டும் என்றெல்லாம் நினைத்து, நினைத்து, இன்று பல்லைக் கடித்துக்கொண்டு நாட்களைத் தள்ளி வருகிறாள். கவலை என்பதே என்ன என்று அறியாத அவள் மனசை கரையான் அரிப்பது போல, அவனுடைய நினைவு ஒரு பக்கம் இருந்து அரித்துக் கொண்டிருந்தது. நாளுக்கு நாள் பலவீனப்பட்டுக் கொண்டே வருகிறாள். ஒவ்வொருநாளும் அவன் வரவை ஆவலோடு எதிர்பார்த்துப் பார்த்து அவள் கண்கள்கூடப் பார்வை மங்கிவிட்டன. ""இப்படி என்னை நயவஞ்சகமாகப் பேசி ஏமாற்றிவிட்டானே, என்ன நடிப்பு? எவ்வளவு அன்பு வார்த்தைகள்! அப்பா! நினைக்க நினைக்க அவனையே நேரில் காணுவதுபோல் மனசில் சிறிது சந்தோஷம் தோன்றுகிறதே! அவனை நேரில் பார்க்கும் பாக்கியம் என்றைக்குக் கிடைக்குமோ?"" என்று தெய்வங்களுக்கெல்லாம் வேண்டிக் கொள்ளுகிறாள். அவள் மனோரதம் நிறைவேற தெய்வ அருள் உண்டா? ஒரு தடவை அவனைக் கண் குளிர மறைவில் எட்ட நின்று பார்த்தாலே போதும்.",1935,ta,wiki,மன
"அது கூடவா கிட்டாமல் போய்விடும்? 'நான் படும் அவஸ்தையை, என் நிலைமையை, ஒரு தடவை அவன் நேரில் வந்து பார்த்தாலே போதும். என் வேதனையின் நிழல் பின் தொடர்ந்து விடுமோ என்று அவன் பயப்படுகிறானோ! அப்படியானால், அவன் மனுஷத்துவம் இல்லாத மிருகமா? சீ! ஒருகாலும் அப்படியிராது. அவன் தங்கமான மனுஷன். அவனைப் பற்றி வீணாகத் திட்டின என் புத்தியைத்தான் கண்டிக்க வேண்டும். ஏதோ சௌகரியக்குறைவினால் வராமல் இருக்கலாம். சமயமும் சந்தர்ப்பமும் கிடைத்தவுடன், நிச்சயம் என்னிடம் ஓடிவந்து விடுவான். என் அந்தரங்க அன்பு விக்கிரகத்தை மனசில் வைத்துப் பூஜித்தே பொழுதைப் போக்கிக் கொள்வேன். என் ஆசையும் ஜீவனும், எல்லாமுமே அவன் தான். அவன் ஜீவனோடு சுமந்து திரிவேன். எதற்காக? என்றைக்காவது ஒருநாள் என் அன்பின் தரிசனம் கிடைக்கும் என்ற நம்பிக்கையில்தான். வராமல் இருக்க முடியாது... நிச்சயம் வருவான், வந்தே தீருவான்...",1935,ta,wiki,மன
"""நிச்சயமாக அங்கே போக வேண்டும். ஏன் நிச்சயமாகப் போக வேண்டும், அது முட்டாள்தனம் அல்லவா? மனிதன் என்றால், நிதானம் தவறி விடுவது இயற்கை. தவறின நிலையிலேயே நின்று உழன்று கொண்டிருப்பது என்பது படுமுட்டாள்தனம். நான் யார், அவள் யார்? எப்படி தொடர்பு நிரந்தரமாக அமைய முடியும்? பாவம் இல்லை... அசடு... என்னைப் பிரமாதமாக நினைத்து விட்டாள். ஒரு சமயம் நினைக்கும்போது, பரிதாபமாகத்தான் இருக்கிறது. அதற்காக அவளிடமே விழுந்து கிடக்க முடியுமா? நான் என்ன ஒற்றைக் கட்டையா? எனக்குக் குடும்பம் கிடும்பம் ஒன்றும் கிடையாதா? ஏதோ கொஞ்ச நாட்கள் போனோம் வந்தோம் என்றில்லாமல் இப்படி ஒரே பிடியாகப் பிடித்துக்கொள்வார்கள் என்று தெரிந்திருந்தால், அந்த வழிக்கே போகாமல் இருந்திருக்கலாமே! ஏன் என்னிடம் அப்படிப் பிராணனாக இருக்க வேண்டும்? எனக்கு வேண்டி விழுந்து விழுந்து பணிவிடை செய்திருக்கிறாள். எதற்காக? என் மனசை சாசுவதமாகத் தனக்கு அடிமைப்படுத்திக் கொள்வதற்காகத்தான் இருக்கும்... அல்லது அவளுடைய சந்தோஷத்திற்காகவும் இருக்கலாம்... அவைகளை எல்லாம் பொருட்படுத்திக்கொண்டு நான் அவளை எப்பொழுதும் பக்கத்திலேயே வைத்துக்கொள்ள முடியுமா? மேலும், தன்னை மறந்து புத்தியை இழந்துவிடும்படி அவளிடம் யார் சொன்னார்களா? மனசுக்குக் கட்டுப்பாடு இல்லாவிட்டால், அது தறிகெட்ட மிஷின் மாதிரி போய்க் கொண்டிருக்கும்.",1935,ta,wiki,மன
"அதற்கெல்லாம் நான் சமாதானம் சொல்லிக்கொண்டிருக்க முடியுமா? இனிமேல் அந்தப் பக்கமே போகாமல் இருப்பதுதான்மேல். இனி அவள் முகத்திலேயே விழிக்கப் போகிறதில்லை... இப்படி நினைத்தால் மனசும் கேட்க மறுக்கிறது. அங்கே போகாவிட்டால் இருப்புக்கொள்ளவில்லை. அன்று முழுவதுமே ஒரு வேலையும் ஓட மாட்டேன் என்கிறது... போகலாம்... ஆனால் மனசு இன்னும் பலமாகப் பின்னிக் கொண்டால், அப்புறம்...? அப்புறம் ஏற்படக்கூடிய பொறுப்புக்கு நான் தயார் இல்லை. அதற்காக அவள் அழிந்து போகிறது என்றாலோ, ஆயிரம் ஜீவனில் ஒன்றுதானே என்று, கவலையை உதறித் தள்ளிவிட முடியவில்லை.",1935,ta,wiki,மன
"இரண்டு வழியாலும் அவளுக்குத் துன்பந்தானே? பந்தம் இறுகிவிட்டால், அதைச் சுமக்க மனத் தைரியம் இருக்குமோ என்பது சந்தேகம், உதறித்தள்ள எனக்கே மனசு வரவில்லையே! அவளுக்கு வரும் என்று எப்படி எதிர்பார்க்க முடியும். தவிரவும் அந்த உறுதி வந்தது என்றுதான் வைத்துக் கொள்வோம். அதனால் அவளுக்குத்தானே கெடுதல்! நிஜமாகவே என் மனசில் அவள் பேரில் ஆசையிருந்தால், விலகி ஓடிப்போவது அல்லவா புத்திசாலித்தனம். முதலில் கஷ்டமாகத்தான் இருக்கும், சதையோடு ஒட்டிக்கொண்டிருக்கும் நகம் பிய்த்துக்கொண்டு வந்தால் வலிக்கத்தான் செய்கிறது. ரத்தம் பெருக்கெடுக்கத்தான் செய்கிறது. ஆனால் புண் ஆறவில்லையா? அதே மாதிரி, நாட்கள் போகப் போக மனவேதனையும் கொஞ்சம் கொஞ்சமாக ஆறிவிடும். அதற்காக நான் நிதானத்தை இழந்து விடுவதுதான் தப்பு. அதற்கு இடம் கொடுக்கக்கூடாது.",1935,ta,wiki,மன
"விலகியே நிற்க வேண்டும். அப்பொழுதுதான் அவளுக்கு நான் நன்மை செய்தாக முடியும். இல்லாவிட்டால், எனக்கு அவள்மீது ஆசையிருப்பதாக நினைத்துக்கொள்வதுவெறும் பிரமை. சந்திக்காது போனால்...? சகிக்க முடியாமல்தான் இருக்கிறது. அதற்காக, சில நிமிஷ நிம்மதிக்காக, சில நிமிஷ உல்லாசத்திற்காக, விலங்கை மீண்டும் நாமே எடுத்துப் பூட்டிக் கொள்வது புத்திசாலித்தனம் இல்லை. ஒரு தடவைபோய், இதையெல்லாம் எடுத்துச் சொல்ல வேண்டும், உணர்ச்சி வசப்பட்டு விடாமல் மனசைக் கட்டுப்படுத்திக்கொண்டு பேச வேண்டும்; அவள் கேட்கத் தயாராக இருக்க வேண்டும்! அவளுக்கு அது எப்படிப் புரியும்! பெண்கள் தங்கள் மனம் கண்ட உலகத்தைத்தானே உண்மை என்று நம்புகிறார்கள்! அப்படி இருக்கும்போது அவள் மட்டும் யோகீஸ்வரர் மாதிரி, நான்சொல்லுவதை உட்கார்ந்து கேட்டுக்கொண்டு புரிந்துகொள்வாள் என்று எப்படி எதிர்பார்ப்பது?",1935,ta,wiki,மன
"மேலும், அந்தச் சமயத்தில் எனக்கும் நினைத்ததைத் தெளிவாக எடுத்துச் சொல்லத்தான் முடியுமா? மேலும் உணர்ச்சியை மூலையில் கட்டிவைத்துவிட்டு உபதேசம் செய்துகொண்டிருக்க இது வேதாந்த விவகாரமா? அவள் அழுதால், என் புத்தி பொல பொலத்துவிடுமே! போகாமல் இருப்பதுதான் புத்திசாலித்தனம். விலகிவிடலாம். விலகிவிட வேண்டும்; விலகிவிட முடியும்! முடிகிற காரியத்தைச் செய்வதைப்போல் முடியாத காரியத்தை நோக்கி மனசு எப்பொழுதும் தயங்குவதில்லை. முடிகிற காரியம், விரும்புகிற காரியமாக இருக்க வேண்டும். புத்தி மறக்கச் சொல்லுகிறது; ஆசை அங்கு இழுக்கிறது. உடம்பை இழுத்த இழுப்புக்கு விடுவதுதான் வியாதிக்கு வழி. அந்த மாதிரிதான் மனசுக்கும், பைத்தியத்தில் கொண்டுபோய்விடும். பைத்தியம்தான் தன்னை மறக்க நமக்கு வழிகாட்டும்.",1935,ta,wiki,மன
"ஆனால், எங்கள் ரகசியம் ஊருக்குப் பொதுச் சொத்தாகிவிடுமே! அதனால்... அதனால்... கண்ணைமூடிக்கொண்டு உணர்ச்சியின் இழுப்புக்கு எல்லாம் தலைகுனிய வேண்டியதுதான். அதனால் பயன் உண்டா? யாருக்குப் பயன்? ""யார்"" என்று நான் குறிப்பிடுவது யார்? நானா அவளா? அவள் என்று நினைத்துக்கொண்டு திருப்தியடைவதுபோல் மனசு பாசாங்கு செய்கிறது. உண்மை அப்படியா? எனக்குத் தெரியவில்லை! நாளைக்கு போய்ப் பார்க்கலாம். தெய்வம் விட்ட வழி. ஆமாம் தெய்வம் எப்பொழுதுந்தான் வழிவிட்டுக்கொண்டே இருக்கிறதே! அதன் தலையில் பொறுப்பைப் போட்டுவிட்டு, விட்டில் பூச்சி மாதிரி நெருப்பைச் சுற்றிச் சுற்றி வட்டமிட்டால் சிறகு தீய்ந்து போகாமல் என்ன செய்யும்.",1935,ta,wiki,மன
"ஆசை என்று நினைத்துக்கொண்டு சகதிக்குள் காலை விட்டுக்கொள்ள முடியுமா? முழு மனசையும் ஈடுபடுத்திக்கொண்டு ஒரு காரியத்தில் இறங்குவதைப் போல முட்டாள் தனம் ஒன்றுமில்லை. நினைத்த நேரத்தில் பிடியை விடுவித்துக் கொள்ளுவதற்கு வகை தெரியாமல் கையைக் கொடுக்கலாமா? பிடி தளர்வதற்கு நேரம் கிடைத்தபோது, பிறகும் கையை அப்படியே வைத்துக் கொண்டிருந்தால், தளர்வு மறைந்து முன் இருந்ததைவிடப் பன்மடங்கு, பலத்துடன் அமுக்கிக் கொள்ளும். இப்பொழுது விலகுவது தான் புத்திசாலித்தனம்... புத்திசாலித்தனம்... இவ்வளவு லேசில் தப்பித்துக்கொள்வேன் என்று நான் நினைக்கவேயில்லையே! உலகம் மாறினாலும் உள்ளன்பு மாறாது என்று கையடித்துக் கொடுத்த மனசு தானா இது? அடடா? நான் எவ்வளவு விவேகி! மனசை அடக்கிக்கொள்ளக்கூடப் படித்துக் கொண்டேன். சுயநலத்துக்காக மனசை அடக்கினால் என்ன? அது யோகியின் சாதனை அல்லவா? லோகத்திலேயே மிகவும் பிரமாண்டமான தன்னலம் உள்ளவன் தானே யோகியும்! நான் யோகியல்ல, விவேகி, புத்திசாலி... போகமாட்டேன்... போகவே மாட்டேன்...",1935,ta,wiki,மன
(இக்கதை புதுமைப்பித்தனால் எழுதப்பட்டதா இல்லையா என்பதில் மாறுபட்ட கருத்துகள் நிலவுகின்றன. இது புதுமைப்பித்தனின் மனைவி கமலா விருத்தாசலம் எழுதியது என்று ஆய்வாளர் ஆ. இரா. வேங்கடாசலபதி அவர் பதிப்பாசிரியராக இருந்து வெளியிட்ட “புதுமைப்பித்தன் கதைகள்” என்ற நூலில் இடம்பெற்ற “பதிப்பியல் நோக்கில் புதுமைப்பித்தன் கதைகள்“ என்ற கட்டுரையில் குறிப்பிடுகிறார். ),1935,ta,wiki,மன
ஈரோட்டுத் தாத்தா என்ற இந்நூல் 1948 ஆம் ஆண்டு ஏப்பிரல் மாதம் பொன்னி வெளியீடாக வந்தது.,1950,ta,wiki,ஈரோட்டுத்
முதலில் எழுதிய “கொய்யாக் காதல்” என்ற சிறு காவியமும் அதே ஏப்பிரல் மாதம் வெளிவந்தது.,1950,ta,wiki,ஈரோட்டுத்
இரண்டு நூல்களுக்கும் புரட்சிக் கவிஞர் பாரதிதாசன் தம் ‘குயில்’ இதழில் ‘வெண்பா’வில் மதிப்புரை எழுதினார். வேறு பல திராவிட இயக்க இதழ்களிலும் மதிப்புரைகள் வெளிவந்தன.,1950,ta,wiki,ஈரோட்டுத்
புரட்டுக்களை வெளிப்படுத்திய பெரியாரின் புரட்சிக் கருத்துக்கள் இளமைப் பருவத்தில் என்னை ஈர்த்ததில் வியப்பில்லை. அந்த ஈடுபாட்டின் வெளிப்பாடுதான் “ஈரோட்டுத் தாத்தா”,1950,ta,wiki,ஈரோட்டுத்
"இருட்டைக் கிழிக்கும் சோதியாய் வந்தவர் ஈரோட்டண்ணல், பெரியார் பணிச் சிறப்பை விளக்கிப் பெருங் காவியம் ஒன்று படைக்கும் பணியில் ஈடுபட்டிருக்கிறேன் அறிவியக்கவாதிகளின் ஆதரவு என் பணியை விரைவுபடுத்துமென நம்புகிறேன்.",1950,ta,wiki,ஈரோட்டுத்
இந்தியாவில் நீண்ட நெடு நாட்களாக முன்னேற வொட்டாமல் அழுத்தி வைக்கப்பட்டிருந்த பல்வேறு தாழ்த்தப்பட்ட இனத்தாரும் மற்ற மேலாதிக்க இனத்தாரைப்போல் வாழ்க்கை உரிமைகளை அடைய வேண்டும் என்ற எண்ணம் கொண்டவர்களாக எழுச்சிக் குரல் எழுப்பத் தொடங்கி விட்டார்கள்.,1950,ta,wiki,குருகுலப்
"ஆந்திராவிலும், கேரளாவிலும், கர்நாடகத்திலும், குஜராத்திலும், வங்கத்திலும், பீகாரிலும், உத்தரப் பிரதேசத்திலும், மத்தியப் பிரதேசத்திலும் இன்னும் எல்லா மாநிலங்களிலும் விழிப்புணர்வு ஏற்பட்டிருக்கிறது.",1950,ta,wiki,குருகுலப்
இந்த விழிப்புணர்வின் தாயகம் தமிழகமே! இந்த விழிப்புணர்வைத் தொடக்கத்தில் நாட்டில் உண்டாக்கியவர் தந்தை பெரியாரே!,1950,ta,wiki,குருகுலப்
"ஒவ்வொரு காலக் கட்டத்திலும் நாட்டின் ஒவ்வொரு பகுதியிலும் அரசியல் மேலாதிக்கமுடையவர்கள், தம்முடைய எல்லா ஆதிக்க சக்திகளையும்​துணையாகக் கொண்டு, இந்த விழிப்புணர்வை ஒடுக்கிவிட முயல்வதையும் நாம் காண்கிறோம்.",1950,ta,wiki,குருகுலப்
"பெருவாரியான மக்களிடையே பூத்துள்ள இந்த உரிமை உணர்வை ஒடுக்க நினைப்பவர்கள், தகுதி திறமையென்றெல்லாம் பேசி, தகுதியோ திறமை யோ இல்லாதவர்கள் கையில் எவ்வாறு பொறுப்பை ஒப்படைப்பதென்று வாதிப்பார்கள்.",1950,ta,wiki,குருகுலப்
தகுதியும் திறமையும் உள்ள மேலாதிக்க சாதி யாரின் சதியினால்தான் நாடு பின்தங்கியுள்ள தென்பதை நாட்டுமக்கள் உணர்ந்துவிட்டார்கள்.,1950,ta,wiki,குருகுலப்
உலக முழுவதிலும் கருப்பு இனத்தவர்கள் அடிமைகளாக்கப்பட்டு ஆடுமாடுகளோடு சேர்த்து விற்கப்பட்ட காலமும் ஒன்று இருந்தது.,1950,ta,wiki,குருகுலப்
"அமெரிக்க நாட்டின் தலைவராக இருந்த ஆபிரகாம்லிங்கள் என்ற அருளாளர், கருப்பு இனத் தவரின் அடிமைத்தனத்தை யொழித்து, அவர்கள் உரிமைக்குப் போரிட்டதும், வெற்றி பெற்றதும் உலக வரலாற்றில் பொன் எழுத்துக்களால் பொறிக் கப்பட்ட செய்தியாகும்.",1950,ta,wiki,குருகுலப்
"இன்று அமெரிக்க நாட்டின் பெருமைக்குப் பெரிதும் காரணமாக இருப்பவர்கள், ஒரு காலத்தில் அடிமைகளாக நடத்தப்பட்ட கருப்பர்களே!​﻿",1950,ta,wiki,குருகுலப்
"இசை மேதைகளாகவும் விளையாட்டு வீரர்களாகவும், விஞ்ஞானிகளாகவும், பேரறிஞர்களாக வும், உலகப் புகழ் பெற்றவர்கள் இன்று கருப்பு இனத்தவர்களாக இருப்பதைக் காண்கிறோம்.",1950,ta,wiki,குருகுலப்
"பிரெஞ்சு ஆதிக்கத்திலிருந்து விடுபட்ட ஆப்பிரிக்காக் கண்டத்து செனகால் நாட்டுத் தலைவர் செங்கோர், உலகத்தின் தலைசிறந்த கவிஞராகத் திகழ்கிறார்.",1950,ta,wiki,குருகுலப்
"அடக்கி ஒடுக்கப்பட்ட இனத்தைச் சேர்ந்தவர்கள் வாய்ப்பும் வசதியும் கிடைத்துவிட்டால், அறிஞர்களாகவும் திறமையாளர்களாகவும் மிளிர முடியும் என்பதற்கு இவை நல்ல எடுத்துக் காட்டுகள்.",1950,ta,wiki,குருகுலப்
"எத்தனையோ தடைகளையும், துன்பங்களையும் கடந்து வாழ்க்கையில் முன்னேறி, இந்தியாவில் ஈடு இணையற்ற சட்ட மேதையாகத் திகழ்ந்த டாக்டர் அம்பேத்கார் போன்ற தலைவர்கள் நமக்கு நல்ல எடுத்துக்காட்டாகத் திகழ்கின்றார்கள்.",1950,ta,wiki,குருகுலப்
தகுதியும் திறமையும் அடைய வாய்ப்பும் வசதியும் எல்லாருக்குமே கிடைக்க வேண்டும் என்பதே வகுப்புவாரிப் பிரதிநிதித்துவம் என்ற சமூகநீதிக் கோரிக்கையின் அடிப்படையாகும்.,1950,ta,wiki,குருகுலப்
சமூகநீதிக் கோரிக்கையின் தொடக்ககால நிலையை விளக்குவதே - இந்தக் ‘குருகுலப் போராட்டம்’​,1950,ta,wiki,குருகுலப்
சமூகநீதியை நிலை நாட்ட பெரியார் தம் வாழ்வையே ஒப்படைத்துவிட்ட உறுதியை நாம் இந்நிகழ்ச்சியின் மூலம் அறிகிறோம்.,1950,ta,wiki,குருகுலப்
இந்திய நாட்டின் ஒவ்வொரு குடிமகனும் வாழும் உரிமை பெற்றவன் என்ற உரிமை யுணர்வைத் தட்டி எழுப்பிய பெரியார் இந்த நாட்டு மக்கள் அனைவரின் நன்றிக்கும் உரியவராவார்.,1950,ta,wiki,குருகுலப்
"நான்கு வேதங்களையும் நுட்பமாக ஆராய்ந்து, சிந்து வெளித் தமிழகத்தின் சீர்மையை விளக்கி எழுதியவரும்",1950,ta,wiki,குருகுலப்
"இது என்ன வரலாற்று உரைநடையா?-ஐயம் வரும்! தென்றல் தவழ்கிறது. தேனருவி வீழ்கிறது. புரட்சிப் புயல் வீச்சும் உண்டு. சின்னஞ்சிறு தொடர். சிங்காரச் சொல்லமைப்பு - செவிக்கு விருந்தாய் தேனிசை போல் உவமைகள் - உருவகங்கள். எழுத்து மன்னன் ""நீலமணி"" பிடில் வாசித்துப் பழகியவர் என்பது படிக்கும் போதெல்லாம் பலமுறை உணர்ந்தேன். எழுத்தில் ஏற்றம், எண்ணக் குவியல். சிந்தனைச் சிகரங்கள் - இப்படிப் பலப்பல.",1950,ta,wiki,தந்தை
"26 ஆண்டுகள் தினமணியின் இணை ஆசிரியரல்லவா? என் நண்பர் கீழாம்பூர் அவர்கள் இப்படி என்னை முன்னுரை எழுதப் பணித்து விட்டாரே! என்ற பொறுமல் என்னுள் இருந்தது உண்மைதான். ஆனால்  நூலைப் படிக்கும்போது தான், நூலுக்கு முன்னுரை எழுதச் சொல்லி நமக்கு உயர்வு தந்திருக்கிறார் என்று உணர்ந்தேன்.",1950,ta,wiki,தந்தை
"குழந்தையும் படிக்கலாம் - புரியும்! இளமையும் ஏற்கும். முதுமை, படித்து முறுவல் பூக்கும்! பெரியாரைப் பற்றிப் பொருள் உள்ள சொல் வளம் புத்தமிழ்தாய் இனிக்கிறது.",1950,ta,wiki,தந்தை
"அயலார் எதிர்ப்புக்கு அணையாவிளக்கு""தொண்டு ஒன்றே - வாழ்வின் குறிக்கோள் -எப்பொருளிலும் மெய்ப்பொருள்கண்டமுனிவன்-(புத்தன்)தரங்கெட்டவரின் வசவைப் பொறுத்தவர்மனப்பிழை இன்றி நடந்த மனிதர்ஆசைகளை அடக்கி உயர்ந்த அறிஞர்மயக்கம் இல்லாத நல்லறிவாளர்பொது நன்மையினால் கேடு வருகுது என்றால்அக்கேட்டைக் கேட்டுப் பெறும் தலைவர்ஊக்கம் மிகுதியே வலிமை எனக் கொண்டவர்சிங்திப்பார்- தெளிவார்- உறுதியாய்ச்சொல்வார் -அதிராத மனிதர் -மனம் இனிக்கப் பழகும் மாமேதை -சமுதாயப் பண்பின் சரித்திரம்.ஒளிக்காத மனமும், உயர்ந்த கடமை உணர்வும்ஒரு சேரக் கொண்ட உயர்தமிழர்.",1950,ta,wiki,தந்தை
"திரு. நீலமணி அவர்கள் - நிலவைக் குழந்தைக்கு காட்டிச் சோறு ஊட்டுவது போல் - பெரியாரைப்  பல்வேறு நிலைகளில் காட்டுவார். சிந்தனை அமிழ்தை
ஊட்டுவார்.",1950,ta,wiki,தந்தை
பெரியாரின் கருத்துக் குவியல்களில் ஒவ்வொன்றை ஒவ்வொரு பகுதியிலும் - தொடக்கத்தில் பதிவு செய்துள்ள பாங்கு மிகச்சிறப்பாக உள்ளது.,1950,ta,wiki,தந்தை
நான் யார்? என்ற வினாவிற்குப் பெரியாரின் கூற்றை வருமொழியாக்கி வரைந்திட்ட தொடரின் தொடக்கம்.​,1950,ta,wiki,தந்தை
“ஈ.வெ.ராமசாமி என்கிற நான் திராவிட சமுதாயத்தினரை மானமும் அறிவும் உள்ள சமுதாயமாக ஆக்கும் தொண்டைமேற்கொண்டு அதேபணியாய் இருப்பவன்.”,1950,ta,wiki,தந்தை
